,0,1,2
566,ginny,gasp,
567,hagrid,say,
568,le,go,
569,lupin,ignore,
570,creature,sit,
571,lupin,release,harry
572,,roar,hagrid
573,lupin,say,
574,voldemort,know,
575,lupin,say,
576,harry,say,
577,voldemort,catch,
578,lupin,say,
579,harry,explain,
580,journey,seem,
581,,saw,shunpike
582,,know,bloke
583,lupin,look,
584,people,try,
585,,die,same
586,harry,add,
587,lupin,remind,
588,lupin,say,
589,harry,say,
590,people,say,
591,lupin,make,
592,harry,say,
593,harry,address,lupin
594,frustration,seem,
595,hermione,fling,
596,harry,saw,
597,lupin,say,
598,kingsley,turn,wand
599,kingsley,say,
600,lupin,reply,
601,,snarl,kingsley
602,hermione,stifle,moan
603,lupin,ask,kingsley
604,kingsley,reel,
605,kingsley,say,
606,lupin,say,
607,kingsley,let,laugh
608,lupin,say,
609,,lose,an
610,lupin,say,
611,,shout,harry
612,,lose,hood
613,,lose,blood
614,silence,fell,
615,star,star,
616,,give,hand
617,,call,hagrid
618,harry,pull,
619,weasley,staunch,bleeding
620,weasley,look,
621,harry,say,
622,,thank,god
623,ginny,ask,
624,harry,say,
625,ginny,whisper,
626,harry,hear,
627,,sob,weasley
628,,thank,goodness
629,weasley,drop,
630,fred,seem,
631,george,stir,
632,finger,grope,
633,mind,affect,
634,weasley,sob,
635,color,flood,face
636,,tell,george
637,george,say,
638,harry,say,
639,george,say,
640,ron,huddle,
641,weasley,say,
642,grin,fade,
643,harry,glance,
644,harry,say,
645,ginny,take,hand
646,kingsley,stride,
647,hagrid,stand,shoulder
648,none,look,
649,minute,stretch,
650,breath,make,
651,broom,materialize,
652,tonks,land,
653,tonks,cry,
654,ron,trip,
655,ron,say,
656,tonks,say,
657,hermione,say,
658,lupin,sound,
659,tonks,say,
660,,owe,bellatrix
661,,injure,rodolphus
662,muscle,jump,
663,tonks,ask,
664,,recount,story
665,kingsley,say,
666,lupin,nod,
667,kingsley,walk,
668,harry,think,
669,mr.,come,
670,parent,hug,ron
671,weasley,say,
672,tonks,say,
673,,ask,lupin
674,,pip,ron
675,thestral,soar,
676,bill,slide,
677,,thank,god
678,weasley,run,
679,harry,felt,
680,fleur,nod,track
681,eye,try,
682,voice,break,
683,lupin,say,
684,harry,comprehend,
685,fred,say,
686,weasley,say,
687,grin,turn,
688,harry,know,
689,hagrid,dab,
690,bill,walk,
691,eye,say,
692,hagrid,echo,
693,firewhisky,sear,throat
694,mundungus,disappear,
695,lupin,say,
696,atmosphere,change,
697,bill,say,
698,mundungus,betray,
699,,tell,point
700,tonks,sniff,
701,eye,say,
702,,chase,eye
703,eez,snap,
704,,move,arry
705,track,etch,
706,harry,glance,
707,harry,say,
708,harry,go,
709,silence,follow,word
710,harry,felt,
711,eye,scathing,
712,fred,say,
713,george,say,
714,lupin,wear,expression
715,harry,demand,
716,lupin,say,
717,harry,know,
718,,say,tonks
719,lupin,say,
720,,begin,weasley
721,bill,say,
722,eaters,take,
723,lupin,say,bye
724,rest,drop,
725,harry,say,
726,pair,look,
727,weasley,say,
728,weasley,say,
729,,ask,weasley
730,weasley,say,
731,,get,way
732,harry,say,
733,weasley,say,
734,hagrid,growl,
735,blimey,get,
736,george,say,
737,eye,want,
738,harry,bellow,
739,inside,clench,
740,,tell,truth
741,,drink,last
742,hagrid,say,
743,harry,say,
744,wand,act,
745,hermione,say,
746,harry,say,
747,weasley,say,
748,child,find,
749,harry,say,
750,scar,burn,
751,,hat,idea
752,one,say,
753,,set,glass
754,thestral,look,
755,harry,stop,
756,dumbledore,know,
757,,felt,burning
758,pain,peak,
759,voice,scream,
760,,burst,vision
761,explain,happen,
762,harry,saw,
763,harry,stand,
764,hermione,whisper,
765,ron,say,
766,hermione,ask,
767,harry,say,
768,ron,look,
769,dumbledore,want,
770,,grip,arm
771,,take,ministry
772,harry,keep,
773,harry,felt,
774,youve,get,trace
775,,drop,voice
776,harry,admit,
777,ron,say,
778,weasley,leave,
779,weasley,go,
780,harry,say,
781,that,mean,
782,ron,correct,
783,weve,get,
784,theyll,kill,
785,harry,understand,
786,ron,say,
787,ron,say,
788,havent,get,clue
789,ron,glance,
790,mums,try,
791,shell,try,
792,dad,ask,
793,shes,determine,
794,prediction,come,
795,weasley,detach,harry
796,harry,say,
797,mangle,turn,
798,weasley,say,
799,dumbledore,leave,
800,stuff,mumble,harry
801,ron,know,
802,granger,agree,
803,weasley,say,
804,this,help,
805,didnt,want,
806,dont,see,
807,harry,say,
808,its,get,
809,,hand,sock
810,weasley,say,
811,harry,say,
812,weasley,keep,harry
813,harry,start,
814,,have,chance
815,ginny,tell,harry
816,thinks,go,
817,harry,mutter,
818,,kill,voldemort
819,harry,say,
820,harry,become,
821,both,jump,
822,weasley,explain,
823,that,dilute,power
824,snape,tell,address
825,,ask,harry
826,eye,set,couple
827,thing,make,
828,,cut,chicken
829,harry,ask,bill
830,bill,reply,
831,hasnt,say,word
832,doesnt,mean,much
833,its,keep,
834,havent,call,hearing
835,harry,call,
836,doesnt,want,
837,,tell,truth
838,harry,say,
839,,tell,lie
840,,ask,ron
841,weasley,reply,
842,fleur,say,
843,harry,gather,
844,weasley,say,
845,,clean,room
846,,hold,wedding
847,,ask,ron
848,weasley,say,
849,ron,scowl,
850,harry,tell,ron
851,weasley,tell,harry
852,tonks,send,im
853,thats,say,
854,ive,get,time
855,harry,slip,
856,ron,say,
857,ron,lay,
858,hermione,say,
859,,throw,numerology
860,ron,tell,harry
861,harry,say,
862,ron,say,
863,teams,say,
864,harry,say,
865,ron,say,
866,hermione,say,
867,harry,imagine,
868,,felt,stab
869,ron,say,
870,harry,say,
871,,transfigure,moody
872,,squeal,hermione
873,harry,look,
874,harry,say,
875,ron,bound,
876,wand,siphon,most
877,ron,hand,handkerchief
878,,blow,nose
879,ron,say,
880,hermione,say,
881,ron,say,
882,hermione,give,laugh
883,,drop,monster
884,book,break,
885,hermione,cry,
886,ron,ask,
887,hermione,say,
888,ron,say,
889,hermione,say,
890,,drop,syllabary
891,harry,say,
892,ron,look,
893,harry,begin,
894,ron,say,
895,harry,say,
896,hermione,say,
897,were,come,
898,ron,advise,
899,harry,persist,
900,hermione,say,
901,ive,modify,memory
902,ill,find,mum
903,eye,swim,
904,ron,get,
905,harry,think,
906,didnt,realize,
907,ron,show,
908,ron,say,
909,ron,withdraw,arm
910,harry,ask,
911,hatch,open,
912,sound,come,
913,,ask,harry
914,ron,say,
915,harry,follow,step
916,ghoul,wear,pajama
917,ron,say,
918,,get,hair
919,harry,contemplate,thing
920,ron,say,
921,harry,say,
922,ron,say,
923,ron,say,
924,hes,go,
925,harry,look,confusion
926,which,mean,
927,hermione,say,
928,ron,say,
929,were,go,
930,mum,show,ghoul
931,theyre,go,
932,,ask,harry
933,youve,see,
934,wont,accept,were
935,ron,sit,
936,sound,come,
937,ron,say,
938,hermione,say,
939,ron,say,
940,harry,say,
941,hermione,ask,
942,this,occur,
943,ron,speak,
944,,know,one
945,hermione,nod,
946,harry,drag,rucksack
947,i,steal,horcrux
948,ron,say,
949,ron,say,
950,were,go,
951,hermione,say,
952,,destroy,horcrux
953,,ask,ron
954,hermione,say,
955,,ask,harry
956,hermione,say,
957,dumbledore,remove,
958,ron,sit,
959,wasnt,steal,
960,hermione,say,
961,ron,say,
962,hermione,say,
963,harry,ask,
964,hermione,say,
965,wed,leave,school
966,ron,say,
967,hermione,rummage,
968,,ask,ron
969,harry,say,
970,hermione,say,
971,harry,remember,
972,ron,ask,
973,hermione,say,
974,,ask,harry
975,hermione,say,
976,youve,get,
977,pain,destroy,
978,ron,say,
979,hermione,say,
980,,ask,harry
981,ron,say,
982,hermione,say,
983,harry,say,
984,hermione,say,
985,thats,go,
986,youve,get,
987,ron,say,
988,hermione,hurry,
989,ron,say,
990,harry,laugh,
991,hermione,say,
992,fragment,depend,
993,cant,exist,
994,harry,say,
995,bit,exist,
996,ginny,try,
997,ron,say,
998,bit,flit,
999,harry,say,
1000,crookshanks,streak,
1001,ron,jump,
1002,hermione,say,
1003,hermione,hurry,
1004,ron,complain,
1005,ill,be,
1006,ron,start,
1007,delacours,arrive,
1008,harry,feel,
1009,harry,see,
1010,leaf,wave,
1011,weasley,go,
1012,,cry,fleur
1013,fleur,tell,
1014,,trill,weasley
1015,ron,relieve,feeling
1016,delacour,say,
1017,delacour,glide,
1018,as,tell,story
1019,weasley,throw,look
1020,,meet,daughter
1021,delacour,say,
1022,,give,smile
1023,ginny,clear,throat
1024,weasley,say,
1025,delacour,pronounce,
1026,gabrielle,follow,sister
1027,mr.,sleep,
1028,gabrielle,sleep,
1029,opportunities,become,
1030,wont,leave,
1031,,snarl,ron
1032,wed,shut,
1033,bills,escort,
1034,youd,stay,
1035,harry,say,
1036,weasley,say,
1037,,didnt,mean
1038,ive,want,
1039,harry,say,
1040,ill,invite,remus
1041,harry,say,
1042,dont,go,
1043,harry,watch,
1044,harry,open,eye
1045,sun,rise,
1046,scar,prickle,
1047,face,appear,
1048,harry,rub,forehead
1049,ron,say,
1050,harry,sit,
1051,ron,sound,
1052,harry,say,
1053,ron,say,
1054,gorgovitch,transfer,
1055,harry,say,
1056,ron,say,
1057,harry,seize,wand
1058,harry,send,possession
1059,harry,try,
1060,ron,advise,harry
1061,harry,say,
1062,ron,say,
1063,fred,give,copy
1064,,find,pile
1065,bill,finish,breakfast
1066,weasley,say,
1067,harry,sit,
1068,weasley,say,
1069,harry,get,
1070,hermione,say,
1071,ron,say,
1072,,buy,sneakoscope
1073,zis,give,ze
1074,delacour,assure,
1075,harry,linger,
1076,hermione,say,
1077,ron,come,
1078,harry,follow,ginny
1079,desk,stand,
1080,ginny,look,
1081,,ignore,this
1082,,disregard,this
1083,,chance,glance
1084,door,bang,
1085,ron,say,
1086,ginny,say,
1087,hermione,look,
1088,harry,want,
1089,reason,seem,
1090,ron,march,
1091,ron,round,
1092,harry,say,
1093,ron,hold,hand
1094,harry,say,
1095,ginny,seek,meeting
1096,arrival,come,
1097,,provide,distraction
1098,,place,end
1099,fred,bewitch,number
1100,hermione,make,
1101,ron,say,
1102,,get,eye
1103,hermione,say,
1104,harry,turn,
1105,,catch,eye
1106,weasley,sing,
1107,harry,realize,
1108,harry,say,
1109,that,look,
1110,ron,give,up
1111,guest,arrive,
1112,hagrid,honor,occasion
1113,harry,think,
1114,tonks,look,
1115,hagrid,say,
1116,d'yeh,remember,
1117,harry,say,
1118,,give,tail
1119,hagrid,chortle,
1120,hermione,say,
1121,,get,unicorn
1122,,show,yeh
1123,harry,avoid,gaze
1124,harry,think,
1125,,pull,pouch
1126,hagrid,say,
1127,charlie,approach,
1128,ter,write,age
1129,charlie,laugh,
1130,charlie,say,
1131,,ask,hermione
1132,charlie,say,
1133,dad,hurry,
1134,mum,get,
1135,minister,come,
1136,patronus,dissolve,
1137,lupin,say,
1138,,explain,time--
1139,,reach,fence
1140,weasley,look,
1141,weasley,appear,
1142,newcomer,march,
1143,scrimgeour,come,
1144,harry,saw,
1145,scrimgeour,say,
1146,eye,linger,
1147,harry,say,
1148,scrimgeour,go,
1149,ron,say,
1150,weasley,say,
1151,,use,that
1152,scrimgeour,say,
1153,harry,saw,
1154,scrimgeour,learn,
1155,scrimgeour,speak,
1156,harry,flick,wand
1157,scrimgeour,sit,
1158,scrimgeour,speak,
1159,harry,say,
1160,scrimgeour,give,look
1161,,clear,throat
1162,harry,look,
1163,ron,say,
1164,harry,interrupt,
1165,dumbledore,die,
1166,,take,long
1167,scrimgeour,say,
1168,hermione,say,
1169,,ask,scrimgeour
1170,ron,laugh,
1171,hermione,say,
1172,,keep,object
1173,,ask,scrimgeour
1174,ron,look,
1175,,make,bequest
1176,ron,say,
1177,hermione,say,
1178,scrimgeour,seem,
1179,,put,hand
1180,,remove,scroll
1181,,leave,deluminator
1182,scrimgeour,lean,
1183,scrimgeour,say,
1184,ron,shake,head
1185,scrimgeour,persevere,
1186,ron,mumble,
1187,,leave,copy
1188,scrimgeour,pull,book
1189,hermione,take,
1190,,hold,book
1191,,ask,scrimgeour
1192,hermione,say,
1193,,discuss,code
1194,hermione,say,
1195,,suppress,sob
1196,scrimgeour,turn,
1197,wing,flutter,
1198,dumbledore,leave,
1199,,ask,scrimgeour
1200,harry,say,
1201,harry,say,
1202,scrimgeour,say,
1203,marquee,tower,
1204,scrimgeour,say,
1205,hermione,laugh,
1206,scrimgeour,say,
1207,hermione,answer,
1208,harry,say,
1209,scrimgeour,say,
1210,,carry,enchantment
1211,,remember,touch
1212,heart,beat,
1213,scrimgeour,say,
1214,harry,say,
1215,scrimgeour,say,
1216,harry,meet,eye
1217,,hold,hand
1218,wing,flutter,
1219,scrimgeour,continue,
1220,harry,say,
1221,ron,laugh,
1222,,ask,hermione
1223,scrimgeour,say,
1224,dumbledore,leave,
1225,,ask,harry
1226,scrimgeour,bother,
1227,,say,sword
1228,hermione,stiffen,
1229,harry,look,
1230,harry,ask,
1231,hermione,say,
1232,scrimgeour,say,
1233,dumbledore,decide,whatever
1234,scrimgeour,scratch,cheek
1235,--dumbledore,want,
1236,harry,say,
1237,,growl,scrimgeour
1238,harry,say,
1239,ministry,put,people
1240,people,die,
1241,,shout,scrimgeour
1242,harry,jump,
1243,,sing,hole
1244,ron,say,
1245,d'you,want,
1246,,wear,scar
1247,harry,say,
1248,weasley,begin,
1249,weasley,pant,
1250,scrimgeour,take,couple
1251,harry,say,
1252,,raise,fist
1253,expression,harden,
1254,harry,hear,
1255,weasley,ask,
1256,harry,say,
1257,,release,content
1258,weasley,say,
1259,,serve,dinner
1260,party,break,
1261,hagrid,leave,
1262,harry,whisper,
1263,ron,examine,deluminator
1264,,pull,string
1265,hermione,tap,
1266,ron,say,
1267,hermione,say,
1268,,show,deluminator
1269,ron,oblige,
1270,lamp,go,
1271,,achieve,that
1272,ron,say,
1273,dumbledore,invent,
1274,,ask,harry
1275,hermione,say,
1276,,give,hint
1277,,ask,ron
1278,ron,say,
1279,hermione,say,
1280,,ask,hermione
1281,harry,say,
1282,hermione,look,
1283,ron,gasp,
1284,harry,say,
1285,,lower,sphere
1286,,drop,snitch
1287,that,suppose,
1288,hermione,shake,head
1289,ron,say,
1290,harry,say,
1291,dumbledore,expect,
1292,hermione,said,
1293,ron,say,
1294,hermione,say,
1295,harry,look,
1296,wizard,excuse,
1297,giggle,say,
1298,ron,say,
1299,hermione,say,
1300,,hear,white
1301,,ask,ron
1302,,ask,hermione
1303,uncertainly,said,
1304,ron,say,
1305,murder,put,bit
1306,,click,deluminator
1307,harry,take,dose
1308,four,clutch,plan
1309,host,arrive,
1310,harry,see,haze
1311,entrance,reveal,row
1312,fred,fasten,bunch
1313,butterfly,hover,
1314,george,say,
1315,figure,appear,
1316,procession,form,
1317,flower,flutter,
1318,george,say,
1319,ill,look,
1320,moi,assister,
1321,voice,say,
1322,arthur,tell,
1323,harry,say,
1324,lupin,give,smile
1325,hagrid,cause,amount
1326,,having,direction
1327,harry,hurry,
1328,,wear,cap
1329,symbol,glisten,
1330,daughter,live,
1331,ron,say,
1332,wizard,realize,
1333,ron,say,
1334,,lead,party
1335,flummoxed,say,
1336,,change,that
1337,luna,wear,robe
1338,xenophilius,miss,exchange
1339,lovegood,said,
1340,luna,repress,
1341,,let,snort
1342,luna,say,
1343,harry,say,
1344,luna,say,
1345,,tell,daddy
1346,ron,reappear,
1347,nose,give,look
1348,ronald,think,
1349,couldnt,come,
1350,ron,give,look
1351,harry,show,people
1352,ron,say,
1353,,take,offense
1354,dad,say,
1355,hermione,say,
1356,ron,say,
1357,shes,tell,
1358,,wasnt,one
1359,,ask,hermione
1360,george,concede,
1361,fred,say,
1362,hermione,say,
1363,ron,say,
1364,hermione,say,
1365,ear,turn,
1366,eyebrow,raise,
1367,harry,shake,hand
1368,krum,say,
1369,harry,mutter,
1370,appearance,cause,stir
1371,fred,tell,harry
1372,harry,take,seat
1373,hermione,look,
1374,harry,give,grunt
1375,sense,fill,tent
1376,weasley,wear,set
1377,bill,stand,
1378,crowd,fell,
1379,hermione,say,
1380,sigh,walk,aisle
1381,fleur,wear,dress
1382,ginny,look,
1383,voice,say,
1384,muriel,say,
1385,ginny,glance,
1386,mind,wander,
1387,,take,isabelle
1388,weasley,sob,
1389,trumpetlike,sound,
1390,wizard,wave,hand
1391,balloon,burst,
1392,birds,fly,
1393,scar,rise,
1394,chair,group,
1395,ron,say,
1396,hermione,say,
1397,lets,grab,table
1398,harry,felt,
1399,,ask,ron
1400,daddys,go,
1401,,ask,ron
1402,hermione,aim,kick
1403,harry,lose,track
1404,weasley,lead,delacour
1405,luna,say,
1406,ron,say,
1407,krum,drop,
1408,ron,say,
1409,tone,indicate,
1410,,ask,krum
1411,harry,say,
1412,krum,ask,
1413,,shake,hand
1414,krum,glower,
1415,harry,say,
1416,eye,gleam,
1417,dumbledore,defeat,
1418,muscle,work,
1419,this,point,finger
1420,grindelvald,carve,
1421,idiot,copy,
1422,krum,crack,knuckle
1423,harry,felt,
